# time  ID  size  fromHost  toHost  TTL  isResponse
2010.0000 M290 615389 w176 gangs3 100 N 
2016.0000 M291 664001 w197 gangs9 100 N 
2025.0000 M292 1123742 c113 gangs1 100 N 
2032.0000 M293 1384861 w197 gangs8 100 N 
2039.0000 M294 1279717 w180 gangs4 100 N 
2047.0000 M295 1168107 w150 gangs8 100 N 
2054.0000 M296 710526 p19 gangs10 100 N 
2063.0000 M297 856110 c81 gangs7 100 N 
2070.0000 M298 829515 c91 gangs2 100 N 
2076.0000 M299 372943 w158 gangs8 100 N 
2085.0000 M300 76262 w150 gangs1 100 N 
2091.0000 M301 162968 p60 gangs4 100 N 
2097.0000 M302 1490581 c71 gangs9 100 N 
2105.0000 M303 1128802 w179 gangs7 100 N 
2114.0000 M304 598785 p14 gangs11 100 N 
2123.0000 M305 355309 p57 gangs7 100 N 
2131.0000 M306 61273 w192 gangs4 100 N 
2139.0000 M307 1577740 p18 gangs1 100 N 
2148.0000 M308 1412334 w153 gangs2 100 N 
2155.0000 M309 1229768 p35 gangs3 100 N 
2162.0000 M310 312335 w186 gangs0 100 N 
2171.0000 M311 115100 w201 gangs8 100 N 
2176.0000 M312 1800855 p62 gangs7 100 N 
2185.0000 M313 780009 p7 gangs2 100 N 
2191.0000 M314 72845 p54 gangs8 100 N 
2198.0000 M315 852059 p20 gangs4 100 N 
2203.0000 M316 1969108 p33 gangs2 100 N 
2210.0000 M317 912390 c103 gangs0 100 N 
2216.0000 M318 145602 p5 gangs0 100 N 
2225.0000 M319 729876 w202 gangs4 100 N 
2234.0000 M320 1685934 w168 gangs7 100 N 
2242.0000 M321 860603 p42 gangs3 100 N 
2251.0000 M322 1642195 w163 gangs7 100 N 
2259.0000 M323 1258893 c122 gangs0 100 N 
2265.0000 M324 246889 w149 gangs8 100 N 
2274.0000 M325 898022 c80 gangs0 100 N 
2282.0000 M326 1791250 w208 gangs2 100 N 
2291.0000 M327 1838140 p20 gangs8 100 N 
2298.0000 M328 601506 p26 gangs10 100 N 
2303.0000 M329 1209737 p20 gangs10 100 N 
2311.0000 M330 1105277 p69 gangs7 100 N 
2316.0000 M331 280760 p26 gangs11 100 N 
2324.0000 M332 366958 c139 gangs5 100 N 
2331.0000 M333 200292 c104 gangs11 100 N 
2337.0000 M334 1732482 c107 gangs2 100 N 
2344.0000 M335 1165507 w152 gangs6 100 N 
2353.0000 M336 81572 c136 gangs8 100 N 
2360.0000 M337 1141070 w194 gangs8 100 N 
2369.0000 M338 1056337 p22 gangs7 100 N 
2374.0000 M339 1276217 w194 gangs11 100 N 
2381.0000 M340 168681 w148 gangs6 100 N 
2388.0000 M341 1522975 w151 gangs10 100 N 
2397.0000 M342 1998875 w205 gangs2 100 N 
2402.0000 M343 1150727 p6 gangs4 100 N 
2411.0000 M344 847866 p8 gangs3 100 N 
2417.0000 M345 1220373 p61 gangs4 100 N 
2425.0000 M346 1185136 w195 gangs0 100 N 
2431.0000 M347 1467219 w177 gangs9 100 N 
2439.0000 M348 40111 p54 gangs0 100 N 
2448.0000 M349 1950793 p52 gangs5 100 N 
2456.0000 M350 1773725 c76 gangs10 100 N 
2465.0000 M351 1136091 p26 gangs9 100 N 
2473.0000 M352 345579 w148 gangs2 100 N 
2478.0000 M353 633278 w146 gangs5 100 N 
2487.0000 M354 557051 w152 gangs9 100 N 
2496.0000 M355 872100 p38 gangs11 100 N 
2503.0000 M356 1020073 c132 gangs9 100 N 
2511.0000 M357 747581 p43 gangs3 100 N 
2516.0000 M358 598291 c73 gangs5 100 N 
2525.0000 M359 603738 w198 gangs2 100 N 
2532.0000 M360 368457 c87 gangs9 100 N 
2539.0000 M361 1649231 p68 gangs11 100 N 
2544.0000 M362 1893349 c138 gangs2 100 N 
2550.0000 M363 1833431 p48 gangs10 100 N 
2556.0000 M364 854514 c117 gangs1 100 N 
2561.0000 M365 1251888 p23 gangs6 100 N 
2566.0000 M366 949521 c70 gangs6 100 N 
2572.0000 M367 857785 p20 gangs2 100 N 
2581.0000 M368 1841360 c85 gangs1 100 N 
2588.0000 M369 990843 c93 gangs4 100 N 
2596.0000 M370 154254 p35 gangs1 100 N 
2605.0000 M371 963460 c137 gangs10 100 N 
2613.0000 M372 972092 w177 gangs6 100 N 
2621.0000 M373 446040 p63 gangs6 100 N 
2626.0000 M374 1564278 c135 gangs7 100 N 
2633.0000 M375 1859417 c96 gangs3 100 N 
2642.0000 M376 1241731 w178 gangs5 100 N 
2651.0000 M377 1754919 p64 gangs9 100 N 
2660.0000 M378 1806219 w158 gangs4 100 N 
2667.0000 M379 624985 c137 gangs7 100 N 
2674.0000 M380 909840 w191 gangs3 100 N 
2683.0000 M381 901239 c114 gangs11 100 N 
2688.0000 M382 156732 w156 gangs1 100 N 
2694.0000 M383 319362 c120 gangs7 100 N 
2699.0000 M384 451908 w143 gangs7 100 N 
2708.0000 M385 458887 c100 gangs8 100 N 
2716.0000 M386 1215672 c102 gangs3 100 N 
2724.0000 M387 1329020 c95 gangs0 100 N 
2729.0000 M388 1955700 c85 gangs9 100 N 
2738.0000 M389 1974992 c104 gangs2 100 N 
2747.0000 M390 1413748 w172 gangs5 100 N 
2754.0000 M391 1436504 w199 gangs8 100 N 
2763.0000 M392 915690 c70 gangs2 100 N 
2771.0000 M393 866253 c86 gangs0 100 N 
2777.0000 M394 1183905 w200 gangs8 100 N 
2783.0000 M395 295166 w189 gangs9 100 N 
2788.0000 M396 1030980 w148 gangs8 100 N 
2796.0000 M397 1522072 w161 gangs5 100 N 
2804.0000 M398 623685 p47 gangs1 100 N 
2813.0000 M399 1296217 p27 gangs9 100 N 
2820.0000 M400 80586 w154 gangs7 100 N 
2829.0000 M401 1504618 c119 gangs7 100 N 
2835.0000 M402 678666 c103 gangs5 100 N 
2840.0000 M403 1232649 c127 gangs2 100 N 
2849.0000 M404 1529604 w176 gangs7 100 N 
2857.0000 M405 54710 w175 gangs3 100 N 
2865.0000 M406 1803332 c93 gangs4 100 N 
2873.0000 M407 1680692 p4 gangs2 100 N 
2878.0000 M408 6408 w190 gangs8 100 N 
2886.0000 M409 1612154 w179 gangs9 100 N 
2892.0000 M410 167412 w158 gangs8 100 N 
2898.0000 M411 274122 w145 gangs11 100 N 
2903.0000 M412 832610 w170 gangs7 100 N 
2911.0000 M413 609435 w149 gangs7 100 N 
2918.0000 M414 479802 c123 gangs9 100 N 
2926.0000 M415 381116 w204 gangs8 100 N 
2933.0000 M416 1650140 c93 gangs9 100 N 
2941.0000 M417 847844 p11 gangs0 100 N 
2948.0000 M418 439310 c81 gangs8 100 N 
2954.0000 M419 1732486 c105 gangs4 100 N 
2961.0000 M420 495249 p30 gangs10 100 N 
2967.0000 M421 472953 p38 gangs2 100 N 
2974.0000 M422 1850835 w178 gangs3 100 N 
2979.0000 M423 971736 p18 gangs10 100 N 
2987.0000 M424 560271 p54 gangs4 100 N 
2993.0000 M425 1380990 c85 gangs3 100 N 
2999.0000 M426 583547 w163 gangs7 100 N 
3007.0000 M427 1447949 p24 gangs2 100 N 
3012.0000 M428 981254 p50 gangs10 100 N 
3018.0000 M429 1014708 w177 gangs4 100 N 
3027.0000 M430 962450 w191 gangs10 100 N 
3032.0000 M431 208823 p0 gangs6 100 N 
3040.0000 M432 65861 p31 gangs2 100 N 
3049.0000 M433 1738682 p12 gangs9 100 N 
3058.0000 M434 1111236 w196 gangs6 100 N 
3066.0000 M435 1882298 p29 gangs8 100 N 
3071.0000 M436 1546299 c77 gangs8 100 N 
3079.0000 M437 329649 c89 gangs5 100 N 
3085.0000 M438 576778 c103 gangs4 100 N 
3093.0000 M439 1699546 w200 gangs7 100 N 
3098.0000 M440 1548175 p5 gangs3 100 N 
3105.0000 M441 369836 p12 gangs3 100 N 
3111.0000 M442 1773436 w179 gangs1 100 N 
3117.0000 M443 1715960 p6 gangs10 100 N 
3126.0000 M444 351894 p30 gangs1 100 N 
3135.0000 M445 1740907 c83 gangs5 100 N 
3144.0000 M446 738994 p66 gangs0 100 N 
3152.0000 M447 1978059 p2 gangs9 100 N 
3161.0000 M448 836922 p3 gangs8 100 N 
3166.0000 M449 1767047 p8 gangs2 100 N 
3172.0000 M450 837728 p15 gangs2 100 N 
3179.0000 M451 1480049 w174 gangs11 100 N 
3186.0000 M452 510811 p56 gangs1 100 N 
3194.0000 M453 404056 c90 gangs7 100 N 
3202.0000 M454 1562942 p8 gangs6 100 N 
3210.0000 M455 1526925 p42 gangs9 100 N 
3218.0000 M456 875621 c115 gangs10 100 N 
3227.0000 M457 1795083 p15 gangs4 100 N 
3234.0000 M458 918401 w175 gangs1 100 N 
3241.0000 M459 1087691 w142 gangs11 100 N 
3248.0000 M460 317405 p34 gangs11 100 N 
3256.0000 M461 1598600 w208 gangs1 100 N 
3262.0000 M462 834402 w168 gangs9 100 N 
3271.0000 M463 1971471 c74 gangs1 100 N 
3276.0000 M464 501913 c117 gangs7 100 N 
3282.0000 M465 922296 w172 gangs1 100 N 
3290.0000 M466 599768 p43 gangs3 100 N 
3296.0000 M467 271556 c87 gangs1 100 N 
3305.0000 M468 757619 c119 gangs8 100 N 
3310.0000 M469 1100004 w165 gangs1 100 N 
3319.0000 M470 1395356 p68 gangs2 100 N 
3326.0000 M471 1739057 w155 gangs3 100 N 
3335.0000 M472 886305 p7 gangs10 100 N 
3342.0000 M473 1955577 c107 gangs1 100 N 
3349.0000 M474 236705 p63 gangs0 100 N 
3356.0000 M475 1031959 p29 gangs9 100 N 
3361.0000 M476 904500 w145 gangs1 100 N 
3369.0000 M477 131929 w208 gangs9 100 N 
3377.0000 M478 1591165 p60 gangs5 100 N 
3385.0000 M479 723750 c79 gangs2 100 N 
3394.0000 M480 1943651 c117 gangs0 100 N 
3402.0000 M481 1803092 p57 gangs8 100 N 
3407.0000 M482 269528 p69 gangs6 100 N 
3412.0000 M483 227814 w190 gangs10 100 N 
3421.0000 M484 93171 w155 gangs7 100 N 
3430.0000 M485 57756 p31 gangs11 100 N 
3439.0000 M486 654631 p30 gangs1 100 N 
3446.0000 M487 115210 w157 gangs1 100 N 
3455.0000 M488 1091508 p51 gangs5 100 N 
3463.0000 M489 990702 p55 gangs5 100 N 
3471.0000 M490 1737430 c133 gangs9 100 N 
3477.0000 M491 602439 w182 gangs1 100 N 
3482.0000 M492 860307 w148 gangs8 100 N 
3490.0000 M493 195245 p29 gangs9 100 N 
3498.0000 M494 1379504 p4 gangs2 100 N 
3505.0000 M495 722507 w201 gangs5 100 N 
3511.0000 M496 1504935 c126 gangs10 100 N 
3519.0000 M497 1155673 w184 gangs5 100 N 
3525.0000 M498 867716 c104 gangs11 100 N 
3534.0000 M499 1005105 p44 gangs8 100 N 
3542.0000 M500 71386 w165 gangs0 100 N 
3550.0000 M501 316509 w187 gangs10 100 N 
3556.0000 M502 246165 p60 gangs11 100 N 
3564.0000 M503 867682 p25 gangs10 100 N 
3570.0000 M504 610454 p23 gangs6 100 N 
3579.0000 M505 1292743 p26 gangs10 100 N 
3587.0000 M506 144422 w157 gangs3 100 N 
3595.0000 M507 1869950 c83 gangs7 100 N 
3603.0000 M508 842634 w189 gangs11 100 N 
3612.0000 M509 1179266 p30 gangs11 100 N 
3618.0000 M510 1564776 c98 gangs10 100 N 
3625.0000 M511 946864 c131 gangs10 100 N 
3630.0000 M512 1460143 c83 gangs8 100 N 
3638.0000 M513 1108878 w157 gangs0 100 N 
3646.0000 M514 1615497 w160 gangs8 100 N 
3655.0000 M515 925681 c84 gangs5 100 N 
3664.0000 M516 1365955 c107 gangs3 100 N 
3671.0000 M517 1403400 c110 gangs10 100 N 
3679.0000 M518 641874 c89 gangs9 100 N 
3684.0000 M519 1787179 p61 gangs4 100 N 
3693.0000 M520 667769 w203 gangs9 100 N 
3699.0000 M521 1469196 p62 gangs9 100 N 
3704.0000 M522 1722221 p64 gangs9 100 N 
3710.0000 M523 1609847 p21 gangs4 100 N 
3716.0000 M524 1768129 w143 gangs0 100 N 
3725.0000 M525 913359 p34 gangs10 100 N 
3733.0000 M526 934161 c102 gangs8 100 N 
3740.0000 M527 1635969 p60 gangs10 100 N 
3747.0000 M528 1891523 c80 gangs8 100 N 
3753.0000 M529 1398346 w150 gangs6 100 N 
3759.0000 M530 1616491 w140 gangs8 100 N 
3764.0000 M531 996471 p32 gangs4 100 N 
3769.0000 M532 1616724 p58 gangs5 100 N 
3774.0000 M533 1357385 c118 gangs4 100 N 
3780.0000 M534 1276627 p5 gangs7 100 N 
3789.0000 M535 926097 w151 gangs0 100 N 
3797.0000 M536 302227 w178 gangs2 100 N 
3802.0000 M537 1219258 c75 gangs11 100 N 
3811.0000 M538 1258823 p6 gangs8 100 N 
3817.0000 M539 1696339 w190 gangs8 100 N 
3822.0000 M540 574979 w161 gangs10 100 N 
3830.0000 M541 993474 p24 gangs11 100 N 
3839.0000 M542 403584 w178 gangs7 100 N 
3847.0000 M543 1535838 w150 gangs10 100 N 
3854.0000 M544 723308 c107 gangs4 100 N 
3863.0000 M545 605266 p52 gangs3 100 N 
3868.0000 M546 907335 p38 gangs4 100 N 
3875.0000 M547 112981 w189 gangs5 100 N 
3882.0000 M548 735999 p0 gangs9 100 N 
3889.0000 M549 1103703 p50 gangs1 100 N 
3897.0000 M550 1522883 p31 gangs5 100 N 
3905.0000 M551 1233829 p22 gangs5 100 N 
3911.0000 M552 92070 w187 gangs9 100 N 
3920.0000 M553 1597216 p59 gangs1 100 N 
