# time  ID  size  fromHost  toHost  TTL  isResponse
20219.0000 M2880 1977460 c124 gangs7 100 N 
20226.0000 M2881 1731647 p37 gangs6 100 N 
20233.0000 M2882 731725 w171 gangs0 100 N 
20239.0000 M2883 1218330 p47 gangs9 100 N 
20245.0000 M2884 1210295 c81 gangs8 100 N 
20251.0000 M2885 1025704 w148 gangs7 100 N 
20256.0000 M2886 1678867 w156 gangs1 100 N 
20262.0000 M2887 947335 p14 gangs6 100 N 
20267.0000 M2888 1359503 w185 gangs3 100 N 
20272.0000 M2889 1510587 w186 gangs4 100 N 
20281.0000 M2890 800933 p36 gangs7 100 N 
20289.0000 M2891 607227 c128 gangs2 100 N 
20295.0000 M2892 483470 c123 gangs9 100 N 
20301.0000 M2893 703587 c83 gangs2 100 N 
20307.0000 M2894 646943 c119 gangs1 100 N 
20315.0000 M2895 333189 p38 gangs9 100 N 
20324.0000 M2896 131553 p29 gangs8 100 N 
20331.0000 M2897 1675094 p31 gangs2 100 N 
20338.0000 M2898 1379784 c85 gangs4 100 N 
20344.0000 M2899 525126 c130 gangs4 100 N 
20349.0000 M2900 1310132 c106 gangs7 100 N 
20355.0000 M2901 326110 c128 gangs2 100 N 
20364.0000 M2902 552103 w185 gangs0 100 N 
20370.0000 M2903 1521831 p58 gangs6 100 N 
20379.0000 M2904 348299 w176 gangs6 100 N 
20387.0000 M2905 1943479 p20 gangs4 100 N 
20393.0000 M2906 452291 w176 gangs7 100 N 
20400.0000 M2907 1136771 c88 gangs2 100 N 
20408.0000 M2908 665532 p39 gangs5 100 N 
20416.0000 M2909 87581 p30 gangs1 100 N 
20421.0000 M2910 751671 p54 gangs4 100 N 
20428.0000 M2911 662460 p69 gangs4 100 N 
20434.0000 M2912 1394137 w193 gangs11 100 N 
20443.0000 M2913 374248 w203 gangs2 100 N 
20451.0000 M2914 1800515 p29 gangs8 100 N 
20456.0000 M2915 1918340 p27 gangs5 100 N 
20462.0000 M2916 337065 w153 gangs6 100 N 
20467.0000 M2917 1388207 p22 gangs9 100 N 
20474.0000 M2918 163446 c82 gangs4 100 N 
20481.0000 M2919 650714 c114 gangs5 100 N 
20486.0000 M2920 1701719 c131 gangs10 100 N 
20491.0000 M2921 773982 p6 gangs10 100 N 
20500.0000 M2922 1079904 p60 gangs4 100 N 
20508.0000 M2923 937774 p11 gangs7 100 N 
20515.0000 M2924 592731 c115 gangs4 100 N 
20522.0000 M2925 987805 p35 gangs5 100 N 
20527.0000 M2926 381149 p10 gangs4 100 N 
20535.0000 M2927 1988500 w148 gangs4 100 N 
20544.0000 M2928 110326 w192 gangs11 100 N 
20550.0000 M2929 1443343 p41 gangs4 100 N 
20557.0000 M2930 1952668 w175 gangs5 100 N 
20566.0000 M2931 1837937 p10 gangs5 100 N 
20571.0000 M2932 398258 c91 gangs5 100 N 
20580.0000 M2933 179395 w141 gangs2 100 N 
20587.0000 M2934 130238 w189 gangs2 100 N 
20594.0000 M2935 616172 c122 gangs4 100 N 
20600.0000 M2936 1228166 w149 gangs4 100 N 
20609.0000 M2937 1907618 c132 gangs3 100 N 
20618.0000 M2938 445378 p64 gangs6 100 N 
20627.0000 M2939 641211 p46 gangs0 100 N 
20633.0000 M2940 1130711 w191 gangs1 100 N 
20641.0000 M2941 1010677 p14 gangs4 100 N 
20649.0000 M2942 723374 w142 gangs6 100 N 
20655.0000 M2943 1301552 w195 gangs0 100 N 
20660.0000 M2944 1659580 p7 gangs6 100 N 
20665.0000 M2945 340490 p38 gangs6 100 N 
20674.0000 M2946 1060636 w173 gangs11 100 N 
20682.0000 M2947 1338308 c136 gangs10 100 N 
20689.0000 M2948 1475921 p1 gangs7 100 N 
20696.0000 M2949 126291 p68 gangs5 100 N 
20704.0000 M2950 91410 p67 gangs3 100 N 
20709.0000 M2951 224761 p39 gangs0 100 N 
20715.0000 M2952 152885 c88 gangs6 100 N 
20724.0000 M2953 874551 c110 gangs3 100 N 
20729.0000 M2954 1115967 w205 gangs7 100 N 
20737.0000 M2955 504340 p4 gangs7 100 N 
20743.0000 M2956 1482025 w157 gangs10 100 N 
20751.0000 M2957 1625403 c94 gangs6 100 N 
20759.0000 M2958 39205 p2 gangs10 100 N 
20767.0000 M2959 409617 c118 gangs4 100 N 
20773.0000 M2960 76120 p59 gangs0 100 N 
20781.0000 M2961 222014 w150 gangs2 100 N 
20787.0000 M2962 1185521 c96 gangs3 100 N 
20792.0000 M2963 237203 w141 gangs2 100 N 
20797.0000 M2964 1214439 w186 gangs7 100 N 
20804.0000 M2965 239886 c111 gangs6 100 N 
20811.0000 M2966 1340833 w150 gangs0 100 N 
20819.0000 M2967 1288334 c124 gangs8 100 N 
20826.0000 M2968 355528 w140 gangs11 100 N 
20832.0000 M2969 294147 p32 gangs10 100 N 
20840.0000 M2970 434376 w172 gangs2 100 N 
20849.0000 M2971 1067214 w187 gangs8 100 N 
20855.0000 M2972 1424132 p44 gangs3 100 N 
20861.0000 M2973 357160 c84 gangs0 100 N 
20867.0000 M2974 897129 w187 gangs5 100 N 
20872.0000 M2975 663146 p25 gangs3 100 N 
20877.0000 M2976 100424 p43 gangs9 100 N 
20885.0000 M2977 1871720 w204 gangs7 100 N 
20894.0000 M2978 188312 p8 gangs3 100 N 
20903.0000 M2979 1323072 w146 gangs4 100 N 
20908.0000 M2980 1481767 c114 gangs4 100 N 
20915.0000 M2981 322501 p67 gangs0 100 N 
20920.0000 M2982 1930535 c80 gangs0 100 N 
20926.0000 M2983 1509238 c117 gangs3 100 N 
20934.0000 M2984 1847422 p55 gangs7 100 N 
20941.0000 M2985 1515616 w148 gangs9 100 N 
20947.0000 M2986 1617756 w146 gangs5 100 N 
20953.0000 M2987 840122 w205 gangs4 100 N 
20960.0000 M2988 1226525 c95 gangs9 100 N 
20967.0000 M2989 1558653 c111 gangs0 100 N 
20976.0000 M2990 1253504 p41 gangs1 100 N 
20983.0000 M2991 278422 p23 gangs9 100 N 
20990.0000 M2992 60841 w203 gangs9 100 N 
20998.0000 M2993 758166 p16 gangs4 100 N 
21006.0000 M2994 917852 p32 gangs9 100 N 
21015.0000 M2995 1187212 c136 gangs10 100 N 
21022.0000 M2996 766351 w197 gangs5 100 N 
21030.0000 M2997 1956362 p65 gangs7 100 N 
21038.0000 M2998 1849133 c75 gangs11 100 N 
21046.0000 M2999 1251753 w192 gangs4 100 N 
21055.0000 M3000 461692 w169 gangs0 100 N 
21063.0000 M3001 423890 w202 gangs11 100 N 
21072.0000 M3002 612438 c91 gangs2 100 N 
21077.0000 M3003 28904 c114 gangs8 100 N 
21083.0000 M3004 1455809 c98 gangs8 100 N 
21090.0000 M3005 1925848 c110 gangs0 100 N 
21099.0000 M3006 1502438 c94 gangs10 100 N 
21104.0000 M3007 893110 p63 gangs3 100 N 
21113.0000 M3008 1357411 w162 gangs9 100 N 
21118.0000 M3009 884932 c95 gangs7 100 N 
21123.0000 M3010 702871 c126 gangs8 100 N 
21132.0000 M3011 1024229 c71 gangs6 100 N 
21140.0000 M3012 732686 w208 gangs0 100 N 
21148.0000 M3013 19579 p66 gangs9 100 N 
21156.0000 M3014 885078 p6 gangs1 100 N 
21165.0000 M3015 1660424 p60 gangs9 100 N 
21171.0000 M3016 939586 c102 gangs0 100 N 
21176.0000 M3017 1708863 w187 gangs3 100 N 
21181.0000 M3018 986153 w169 gangs8 100 N 
21190.0000 M3019 929970 w155 gangs8 100 N 
21195.0000 M3020 1289863 p55 gangs0 100 N 
21203.0000 M3021 1220525 p43 gangs6 100 N 
21209.0000 M3022 751299 c130 gangs8 100 N 
21216.0000 M3023 1403354 p47 gangs10 100 N 
21222.0000 M3024 653739 p5 gangs10 100 N 
21231.0000 M3025 1513422 p34 gangs3 100 N 
21237.0000 M3026 1781652 w162 gangs8 100 N 
21245.0000 M3027 644806 c102 gangs3 100 N 
21254.0000 M3028 1660203 p49 gangs0 100 N 
21260.0000 M3029 381389 p39 gangs8 100 N 
21268.0000 M3030 968540 c82 gangs11 100 N 
21273.0000 M3031 687203 w147 gangs9 100 N 
21280.0000 M3032 1114310 c80 gangs9 100 N 
21286.0000 M3033 1851801 p55 gangs11 100 N 
21291.0000 M3034 537663 c129 gangs5 100 N 
21298.0000 M3035 1918742 w186 gangs3 100 N 
21304.0000 M3036 750990 p26 gangs11 100 N 
21312.0000 M3037 1345928 w208 gangs0 100 N 
21319.0000 M3038 1411603 c116 gangs5 100 N 
21324.0000 M3039 1359146 w149 gangs4 100 N 
21332.0000 M3040 1259160 p55 gangs4 100 N 
21340.0000 M3041 244665 c96 gangs7 100 N 
21345.0000 M3042 300037 p28 gangs7 100 N 
21353.0000 M3043 999166 c89 gangs4 100 N 
21360.0000 M3044 1502292 p16 gangs2 100 N 
21367.0000 M3045 1150068 p35 gangs8 100 N 
21376.0000 M3046 867691 w207 gangs5 100 N 
21381.0000 M3047 265250 c134 gangs9 100 N 
21389.0000 M3048 428463 w174 gangs0 100 N 
21398.0000 M3049 1083495 w192 gangs6 100 N 
21407.0000 M3050 829410 w196 gangs11 100 N 
21415.0000 M3051 101502 c99 gangs10 100 N 
21422.0000 M3052 1170500 w191 gangs7 100 N 
21431.0000 M3053 825079 w162 gangs10 100 N 
21439.0000 M3054 1025424 w140 gangs4 100 N 
21446.0000 M3055 661807 c116 gangs9 100 N 
21453.0000 M3056 1849929 c118 gangs7 100 N 
21458.0000 M3057 963545 p68 gangs0 100 N 
21463.0000 M3058 467301 p37 gangs9 100 N 
21471.0000 M3059 964255 p67 gangs10 100 N 
21480.0000 M3060 1217478 w181 gangs3 100 N 
21485.0000 M3061 396460 w151 gangs1 100 N 
21490.0000 M3062 1631019 p18 gangs9 100 N 
21495.0000 M3063 605639 p38 gangs1 100 N 
21501.0000 M3064 226434 w186 gangs8 100 N 
21508.0000 M3065 586468 p29 gangs2 100 N 
21517.0000 M3066 1371550 p5 gangs6 100 N 
21524.0000 M3067 1259971 c79 gangs1 100 N 
21532.0000 M3068 1086815 c134 gangs11 100 N 
21539.0000 M3069 1650757 w178 gangs10 100 N 
21546.0000 M3070 82437 p52 gangs11 100 N 
21551.0000 M3071 1335346 p2 gangs7 100 N 
21559.0000 M3072 426405 p17 gangs8 100 N 
21567.0000 M3073 803866 w157 gangs2 100 N 
21572.0000 M3074 1996135 w177 gangs10 100 N 
21580.0000 M3075 945584 c86 gangs5 100 N 
21588.0000 M3076 1371778 c87 gangs4 100 N 
21595.0000 M3077 1393745 c120 gangs4 100 N 
21602.0000 M3078 1750961 p14 gangs6 100 N 
21611.0000 M3079 1880729 w189 gangs7 100 N 
21620.0000 M3080 580951 c82 gangs11 100 N 
21629.0000 M3081 269245 w172 gangs5 100 N 
21635.0000 M3082 847588 w146 gangs10 100 N 
21640.0000 M3083 1932804 p1 gangs9 100 N 
21645.0000 M3084 1439383 w160 gangs10 100 N 
21653.0000 M3085 1620472 w145 gangs2 100 N 
21662.0000 M3086 640316 w190 gangs1 100 N 
21667.0000 M3087 863970 p20 gangs4 100 N 
21672.0000 M3088 1027081 w172 gangs0 100 N 
21677.0000 M3089 1076138 p59 gangs11 100 N 
21685.0000 M3090 817828 w156 gangs3 100 N 
21690.0000 M3091 1413034 w180 gangs7 100 N 
21696.0000 M3092 1283229 c130 gangs8 100 N 
21705.0000 M3093 1458634 w196 gangs11 100 N 
21712.0000 M3094 1261070 w144 gangs9 100 N 
21717.0000 M3095 1404586 w141 gangs6 100 N 
21723.0000 M3096 1548036 p12 gangs0 100 N 
21730.0000 M3097 1161423 c111 gangs11 100 N 
21739.0000 M3098 895855 c106 gangs1 100 N 
21748.0000 M3099 14771 w193 gangs5 100 N 
21755.0000 M3100 1939473 p17 gangs5 100 N 
21764.0000 M3101 214283 w195 gangs0 100 N 
21771.0000 M3102 1505256 c119 gangs4 100 N 
21780.0000 M3103 390697 w192 gangs3 100 N 
21789.0000 M3104 1471085 w151 gangs3 100 N 
21796.0000 M3105 909373 c78 gangs9 100 N 
21804.0000 M3106 1566264 w164 gangs1 100 N 
21809.0000 M3107 216485 w140 gangs2 100 N 
21814.0000 M3108 78903 w176 gangs8 100 N 
21823.0000 M3109 302369 c130 gangs11 100 N 
21829.0000 M3110 961949 c73 gangs6 100 N 
21835.0000 M3111 511177 c85 gangs4 100 N 
21843.0000 M3112 1354368 w208 gangs5 100 N 
21850.0000 M3113 1183534 p11 gangs5 100 N 
21858.0000 M3114 904546 p54 gangs6 100 N 
21866.0000 M3115 1205135 c79 gangs8 100 N 
21874.0000 M3116 528205 c104 gangs4 100 N 
21880.0000 M3117 793043 p31 gangs0 100 N 
21889.0000 M3118 1031659 p2 gangs11 100 N 
21897.0000 M3119 1084670 p59 gangs3 100 N 
21903.0000 M3120 224518 c124 gangs6 100 N 
21910.0000 M3121 1293319 w147 gangs3 100 N 
21918.0000 M3122 1115108 w147 gangs7 100 N 
21924.0000 M3123 662538 c111 gangs5 100 N 
21933.0000 M3124 1746012 c84 gangs8 100 N 
21941.0000 M3125 504099 c99 gangs8 100 N 
21948.0000 M3126 399465 p69 gangs7 100 N 
21955.0000 M3127 803343 w162 gangs7 100 N 
21962.0000 M3128 1898672 p51 gangs1 100 N 
21969.0000 M3129 681750 c70 gangs10 100 N 
21976.0000 M3130 519487 w200 gangs3 100 N 
21984.0000 M3131 1383658 p27 gangs0 100 N 
21989.0000 M3132 1224952 w199 gangs4 100 N 
21997.0000 M3133 1696748 w201 gangs4 100 N 
22006.0000 M3134 1794552 c131 gangs8 100 N 
22015.0000 M3135 1211515 w205 gangs1 100 N 
22021.0000 M3136 765851 w184 gangs0 100 N 
22026.0000 M3137 1987764 w145 gangs3 100 N 
22032.0000 M3138 691212 w169 gangs11 100 N 
22037.0000 M3139 119083 w183 gangs11 100 N 
22046.0000 M3140 842356 p47 gangs2 100 N 
22054.0000 M3141 1279397 w141 gangs8 100 N 
22061.0000 M3142 1561051 c114 gangs2 100 N 
22069.0000 M3143 1693085 w189 gangs11 100 N 
22075.0000 M3144 1790380 c98 gangs2 100 N 
22080.0000 M3145 1463644 c111 gangs5 100 N 
22088.0000 M3146 1733912 w149 gangs3 100 N 
22093.0000 M3147 1200139 c93 gangs4 100 N 
22101.0000 M3148 631689 w197 gangs10 100 N 
22106.0000 M3149 1554556 w201 gangs2 100 N 
22114.0000 M3150 574529 p68 gangs10 100 N 
22119.0000 M3151 1051313 p69 gangs0 100 N 
22125.0000 M3152 1895404 p60 gangs7 100 N 
22134.0000 M3153 391338 w201 gangs0 100 N 
22143.0000 M3154 1694490 w195 gangs4 100 N 
22148.0000 M3155 1667398 p42 gangs10 100 N 
22157.0000 M3156 1764390 p1 gangs10 100 N 
22164.0000 M3157 1614652 c92 gangs10 100 N 
22170.0000 M3158 607631 p43 gangs2 100 N 
22176.0000 M3159 419331 p51 gangs9 100 N 
22181.0000 M3160 1729563 p46 gangs3 100 N 
22190.0000 M3161 196876 p2 gangs0 100 N 
22196.0000 M3162 236105 w177 gangs11 100 N 
22204.0000 M3163 310828 w168 gangs10 100 N 
22213.0000 M3164 516087 c118 gangs2 100 N 
22221.0000 M3165 236759 w163 gangs0 100 N 
22230.0000 M3166 1513592 c75 gangs7 100 N 
22237.0000 M3167 821414 p69 gangs11 100 N 
22246.0000 M3168 19453 w158 gangs7 100 N 
22254.0000 M3169 1738676 w147 gangs5 100 N 
22260.0000 M3170 1672887 c121 gangs8 100 N 
22269.0000 M3171 1520252 c112 gangs0 100 N 
22275.0000 M3172 876072 w192 gangs7 100 N 
22280.0000 M3173 1987611 c98 gangs11 100 N 
22286.0000 M3174 973775 p28 gangs7 100 N 
22295.0000 M3175 167986 c81 gangs4 100 N 
22300.0000 M3176 1398049 c119 gangs6 100 N 
22307.0000 M3177 359924 w176 gangs10 100 N 
22316.0000 M3178 806947 c116 gangs11 100 N 
22324.0000 M3179 342709 p22 gangs9 100 N 
22329.0000 M3180 675328 w205 gangs11 100 N 
22338.0000 M3181 525080 w149 gangs10 100 N 
22345.0000 M3182 438489 p54 gangs2 100 N 
22354.0000 M3183 1114980 p32 gangs1 100 N 
22360.0000 M3184 533550 c137 gangs5 100 N 
22366.0000 M3185 871152 c108 gangs4 100 N 
22375.0000 M3186 1278592 p13 gangs2 100 N 
22380.0000 M3187 1289135 c70 gangs8 100 N 
22388.0000 M3188 581448 c96 gangs8 100 N 
22394.0000 M3189 1908664 p42 gangs7 100 N 
22402.0000 M3190 392749 w164 gangs0 100 N 
22410.0000 M3191 396578 w184 gangs3 100 N 
22415.0000 M3192 1334743 p69 gangs11 100 N 
22424.0000 M3193 1098287 w208 gangs5 100 N 
22430.0000 M3194 990065 c134 gangs5 100 N 
22437.0000 M3195 1077830 p18 gangs3 100 N 
22446.0000 M3196 995562 w207 gangs0 100 N 
22455.0000 M3197 999893 p14 gangs2 100 N 
22464.0000 M3198 879998 p67 gangs1 100 N 
22471.0000 M3199 20220 w193 gangs7 100 N 
22478.0000 M3200 1912118 c105 gangs1 100 N 
22485.0000 M3201 49970 w142 gangs10 100 N 
22492.0000 M3202 196190 p63 gangs4 100 N 
22498.0000 M3203 1291158 p64 gangs0 100 N 
22507.0000 M3204 975404 w188 gangs11 100 N 
22514.0000 M3205 1753606 p27 gangs8 100 N 
22520.0000 M3206 707253 w171 gangs7 100 N 
22527.0000 M3207 880260 c94 gangs7 100 N 
22535.0000 M3208 442666 w197 gangs6 100 N 
22542.0000 M3209 1097242 c117 gangs3 100 N 
22547.0000 M3210 1870197 p68 gangs4 100 N 
22554.0000 M3211 1147807 c88 gangs10 100 N 
22559.0000 M3212 184981 p37 gangs5 100 N 
22564.0000 M3213 274018 p66 gangs10 100 N 
22569.0000 M3214 1105240 p66 gangs7 100 N 
22577.0000 M3215 49926 c120 gangs1 100 N 
22585.0000 M3216 350066 c81 gangs11 100 N 
22593.0000 M3217 1871885 c139 gangs8 100 N 
22599.0000 M3218 1730068 p48 gangs6 100 N 
22605.0000 M3219 1006010 p3 gangs8 100 N 
22614.0000 M3220 207501 w147 gangs2 100 N 
22619.0000 M3221 422675 w147 gangs5 100 N 
22628.0000 M3222 302959 w165 gangs8 100 N 
22637.0000 M3223 1665064 p15 gangs9 100 N 
22645.0000 M3224 562705 p30 gangs11 100 N 
22652.0000 M3225 256938 p23 gangs4 100 N 
22657.0000 M3226 382123 c106 gangs6 100 N 
22664.0000 M3227 1349938 w184 gangs6 100 N 
22672.0000 M3228 698318 w194 gangs1 100 N 
22677.0000 M3229 1266388 p5 gangs8 100 N 
22683.0000 M3230 471260 w149 gangs5 100 N 
22691.0000 M3231 149618 c100 gangs9 100 N 
22699.0000 M3232 1864522 c105 gangs0 100 N 
22707.0000 M3233 768056 w157 gangs7 100 N 
22715.0000 M3234 1226164 p37 gangs1 100 N 
22722.0000 M3235 1952892 p44 gangs5 100 N 
22728.0000 M3236 1106359 c82 gangs10 100 N 
22735.0000 M3237 1001403 c91 gangs7 100 N 
22743.0000 M3238 1305608 p66 gangs11 100 N 
22749.0000 M3239 951990 c74 gangs9 100 N 
22755.0000 M3240 824643 w179 gangs4 100 N 
22762.0000 M3241 1025170 c83 gangs9 100 N 
22770.0000 M3242 1215180 p61 gangs10 100 N 
22777.0000 M3243 932263 p59 gangs9 100 N 
22783.0000 M3244 939501 w196 gangs9 100 N 
22791.0000 M3245 1480023 p35 gangs4 100 N 
22799.0000 M3246 637682 w206 gangs9 100 N 
22804.0000 M3247 77985 c94 gangs8 100 N 
22810.0000 M3248 461754 p5 gangs11 100 N 
22819.0000 M3249 1967537 p54 gangs9 100 N 
22825.0000 M3250 1856452 w196 gangs9 100 N 
22833.0000 M3251 708692 w199 gangs0 100 N 
22840.0000 M3252 540267 c91 gangs9 100 N 
22848.0000 M3253 277246 c80 gangs2 100 N 
22854.0000 M3254 1954259 c139 gangs5 100 N 
22860.0000 M3255 904366 w144 gangs8 100 N 
22865.0000 M3256 628902 c117 gangs1 100 N 
22873.0000 M3257 731498 c71 gangs8 100 N 
22878.0000 M3258 1405772 c93 gangs0 100 N 
22883.0000 M3259 349884 w169 gangs10 100 N 
22888.0000 M3260 1276780 c116 gangs7 100 N 
22893.0000 M3261 1076400 p39 gangs8 100 N 
22899.0000 M3262 88113 c70 gangs10 100 N 
22907.0000 M3263 948916 c71 gangs3 100 N 
22912.0000 M3264 1847576 c122 gangs9 100 N 
22919.0000 M3265 1134593 p68 gangs3 100 N 
22928.0000 M3266 952528 p7 gangs10 100 N 
22935.0000 M3267 1651090 p63 gangs6 100 N 
22943.0000 M3268 1564746 p56 gangs11 100 N 
22950.0000 M3269 1623379 w188 gangs9 100 N 
22958.0000 M3270 665187 p8 gangs5 100 N 
22965.0000 M3271 332650 p19 gangs1 100 N 
22974.0000 M3272 396800 p60 gangs11 100 N 
22981.0000 M3273 1930693 p49 gangs8 100 N 
22988.0000 M3274 1224158 p32 gangs0 100 N 
22994.0000 M3275 1147873 w179 gangs4 100 N 
22999.0000 M3276 268690 p24 gangs11 100 N 
23004.0000 M3277 1172040 p32 gangs2 100 N 
23012.0000 M3278 74292 w141 gangs3 100 N 
23020.0000 M3279 1173877 p57 gangs2 100 N 
23028.0000 M3280 1060827 p1 gangs9 100 N 
23033.0000 M3281 651809 c124 gangs4 100 N 
23039.0000 M3282 573470 p43 gangs0 100 N 
23045.0000 M3283 724267 c116 gangs4 100 N 
23053.0000 M3284 1103655 c97 gangs2 100 N 
23058.0000 M3285 1713082 c139 gangs4 100 N 
23063.0000 M3286 1598313 c74 gangs3 100 N 
23070.0000 M3287 1968280 w174 gangs7 100 N 
23079.0000 M3288 747333 p46 gangs11 100 N 
23087.0000 M3289 529878 p31 gangs2 100 N 
23095.0000 M3290 244947 p33 gangs11 100 N 
23101.0000 M3291 30960 w156 gangs5 100 N 
23107.0000 M3292 1244762 w181 gangs8 100 N 
23116.0000 M3293 890612 c98 gangs3 100 N 
23122.0000 M3294 1398353 c87 gangs6 100 N 
23129.0000 M3295 989603 c71 gangs8 100 N 
23138.0000 M3296 250887 p18 gangs11 100 N 
23143.0000 M3297 1255132 p5 gangs2 100 N 
23150.0000 M3298 333887 w189 gangs2 100 N 
23158.0000 M3299 519686 w162 gangs1 100 N 
23164.0000 M3300 1582272 w170 gangs4 100 N 
23172.0000 M3301 973997 p32 gangs9 100 N 
23181.0000 M3302 389813 c119 gangs0 100 N 
23186.0000 M3303 463414 p37 gangs1 100 N 
23192.0000 M3304 674354 w192 gangs4 100 N 
23198.0000 M3305 83744 w172 gangs0 100 N 
23205.0000 M3306 79162 p8 gangs7 100 N 
23213.0000 M3307 874464 p68 gangs6 100 N 
23220.0000 M3308 1633863 w148 gangs8 100 N 
23228.0000 M3309 1238910 p60 gangs4 100 N 
23237.0000 M3310 54880 p36 gangs2 100 N 
23244.0000 M3311 1682037 c95 gangs4 100 N 
23250.0000 M3312 1282897 c111 gangs8 100 N 
23256.0000 M3313 1110261 w157 gangs6 100 N 
23264.0000 M3314 937012 w140 gangs8 100 N 
23272.0000 M3315 1435993 w179 gangs10 100 N 
23281.0000 M3316 1819768 p69 gangs9 100 N 
23290.0000 M3317 1530532 p6 gangs4 100 N 
23295.0000 M3318 101084 c76 gangs8 100 N 
23304.0000 M3319 1128880 p53 gangs7 100 N 
23309.0000 M3320 1918508 w200 gangs2 100 N 
23315.0000 M3321 39310 w195 gangs9 100 N 
23323.0000 M3322 1564594 c92 gangs2 100 N 
23329.0000 M3323 103464 c123 gangs4 100 N 
23338.0000 M3324 400773 c85 gangs10 100 N 
23344.0000 M3325 1654118 p49 gangs0 100 N 
23353.0000 M3326 7890 c131 gangs2 100 N 
23362.0000 M3327 143093 c96 gangs5 100 N 
23368.0000 M3328 9071 c124 gangs4 100 N 
23373.0000 M3329 1770216 p38 gangs2 100 N 
23382.0000 M3330 1921877 w158 gangs8 100 N 
23388.0000 M3331 51932 c107 gangs3 100 N 
23394.0000 M3332 1442839 p42 gangs5 100 N 
23399.0000 M3333 832101 p30 gangs1 100 N 
23408.0000 M3334 330647 c97 gangs5 100 N 
23417.0000 M3335 179568 c115 gangs10 100 N 
23424.0000 M3336 487441 c119 gangs10 100 N 
23429.0000 M3337 1735664 p6 gangs7 100 N 
23436.0000 M3338 953051 c81 gangs9 100 N 
23444.0000 M3339 407026 c75 gangs2 100 N 
23449.0000 M3340 483543 c73 gangs8 100 N 
23457.0000 M3341 1580617 w173 gangs2 100 N 
23465.0000 M3342 71551 c98 gangs11 100 N 
23471.0000 M3343 665148 c117 gangs1 100 N 
23476.0000 M3344 1263334 w149 gangs11 100 N 
23481.0000 M3345 1702389 p48 gangs10 100 N 
23487.0000 M3346 1638627 w177 gangs9 100 N 
23493.0000 M3347 830881 w156 gangs7 100 N 
23499.0000 M3348 201559 p59 gangs6 100 N 
23505.0000 M3349 1467168 c72 gangs2 100 N 
23514.0000 M3350 1228563 p0 gangs10 100 N 
23523.0000 M3351 363484 c89 gangs8 100 N 
23528.0000 M3352 1271139 p59 gangs8 100 N 
23533.0000 M3353 1085224 p32 gangs1 100 N 
23542.0000 M3354 900621 w188 gangs6 100 N 
23549.0000 M3355 935019 c71 gangs4 100 N 
23558.0000 M3356 1458769 w167 gangs0 100 N 
23566.0000 M3357 1471855 p68 gangs9 100 N 
23571.0000 M3358 300501 c112 gangs0 100 N 
23578.0000 M3359 840264 c110 gangs5 100 N 
23585.0000 M3360 350810 w186 gangs8 100 N 
23594.0000 M3361 856909 p64 gangs7 100 N 
23601.0000 M3362 1134684 c134 gangs11 100 N 
23610.0000 M3363 1823916 p51 gangs6 100 N 
23616.0000 M3364 242085 w178 gangs5 100 N 
23624.0000 M3365 584790 p31 gangs6 100 N 
23631.0000 M3366 558496 p27 gangs7 100 N 
23640.0000 M3367 1567744 w161 gangs1 100 N 
23649.0000 M3368 1633477 c139 gangs6 100 N 
23657.0000 M3369 355095 c119 gangs5 100 N 
23665.0000 M3370 177822 w195 gangs3 100 N 
23671.0000 M3371 133000 w158 gangs1 100 N 
23678.0000 M3372 1559030 p11 gangs0 100 N 
23686.0000 M3373 1278768 c131 gangs5 100 N 
23693.0000 M3374 1014083 c134 gangs2 100 N 
23701.0000 M3375 1220470 w173 gangs2 100 N 
23708.0000 M3376 1090111 p53 gangs1 100 N 
23715.0000 M3377 770815 c102 gangs3 100 N 
23721.0000 M3378 626280 w184 gangs2 100 N 
23729.0000 M3379 1407905 p61 gangs11 100 N 
23734.0000 M3380 292563 c128 gangs1 100 N 
23741.0000 M3381 1993161 c92 gangs11 100 N 
23750.0000 M3382 1508252 c119 gangs9 100 N 
23759.0000 M3383 1464224 p45 gangs2 100 N 
23767.0000 M3384 1309488 w202 gangs3 100 N 
23773.0000 M3385 870317 w179 gangs3 100 N 
23779.0000 M3386 1751212 c108 gangs6 100 N 
23784.0000 M3387 1375830 c120 gangs0 100 N 
23792.0000 M3388 1325337 w157 gangs4 100 N 
23798.0000 M3389 1449758 p46 gangs2 100 N 
23804.0000 M3390 16606 w185 gangs0 100 N 
23810.0000 M3391 1296251 w156 gangs7 100 N 
23818.0000 M3392 42848 p27 gangs6 100 N 
23825.0000 M3393 1260844 c117 gangs10 100 N 
23834.0000 M3394 1077252 w143 gangs11 100 N 
23839.0000 M3395 817380 w142 gangs9 100 N 
23848.0000 M3396 116507 w202 gangs4 100 N 
23856.0000 M3397 1421208 c72 gangs0 100 N 
23865.0000 M3398 11933 c101 gangs4 100 N 
23872.0000 M3399 920320 c99 gangs7 100 N 
23877.0000 M3400 91472 c102 gangs6 100 N 
23884.0000 M3401 399194 w182 gangs4 100 N 
23893.0000 M3402 251198 p13 gangs3 100 N 
23901.0000 M3403 1421945 c117 gangs7 100 N 
23906.0000 M3404 1142420 p43 gangs0 100 N 
23914.0000 M3405 1993225 c96 gangs5 100 N 
23922.0000 M3406 1448206 w186 gangs3 100 N 
